empresa,departamento,fecha,cod_pgc,pgc,D/H,cantidad,comentario
Kreuzung,gesamt,01/01/2020,100,Capital social,H,3760000.00,apertura
Kreuzung,gesamt,01/01/2020,112,Reserva legal,H,752000.00,apertura
Kreuzung,gesamt,01/01/2020,113,Reservas voluntarias,H,4150000.00,apertura
Kreuzung,gesamt,01/01/2020,203,Propiedad industrial,D,360390.00,apertura
Kreuzung,gesamt,01/01/2020,210,Terrenos y bienes naturales,D,47000.00,apertura
Kreuzung,gesamt,01/01/2020,211,Construcciones,D,252500.00,apertura
Kreuzung,gesamt,01/01/2020,213,Maquinaria,D,1117000.00,apertura
Kreuzung,gesamt,01/01/2020,216,Mobiliario,D,70000.00,apertura
Kreuzung,gesamt,01/01/2020,218,Elementos de transporte,D,190000.00,apertura
Kreuzung,gesamt,01/01/2020,250,Inversiones financieras l/p instrum. Patr.,D,264000.00,apertura
Kreuzung,gesamt,01/01/2020,572,Bancos c/c,D,8407243.05,apertura
Kreuzung,gesamt,01/01/2020,520,Deudas a c/p,H,801.00,apertura
Kreuzung,gesamt,01/01/2020,475,H.P. acreedora por conceptos fiscales,H,2001020.56,apertura
Kreuzung,gesamt,07/08/2020,203,Propiedad industrial,D,620000.00,
Kreuzung,gesamt,07/08/2020,472,H.P. IVA Soportado,D,130200.00,
Kreuzung,gesamt,07/08/2020,572,Bancos c/c,D,-750200.00
Kreuzung,gesamt,12/06/2020,203,Propiedad industrial,D,619610.00
Kreuzung,gesamt,12/06/2020,472,H.P. IVA Soportado,D,130118.10
Kreuzung,gesamt,12/06/2020,572,Bancos c/c,D,-749728.10
Kreuzung,gesamt,17/09/2020,210,Terrenos y bienes naturales,D,820000.00
Kreuzung,gesamt,17/09/2020,472,H.P. IVA Soportado,D,172200.00
Kreuzung,gesamt,17/09/2020,572,Bancos c/c,D,-992200.00
Kreuzung,gesamt,11/02/2020,210,Terrenos y bienes naturales,D,685000.00
Kreuzung,gesamt,11/02/2020,472,H.P. IVA Soportado,D,143850.00
Kreuzung,gesamt,11/02/2020,572,Bancos c/c,D,-828850.00
Kreuzung,gesamt,05/06/2020,211,Construcciones,D,1820000.00
Kreuzung,gesamt,05/06/2020,472,H.P. IVA Soportado,D,382200.00
Kreuzung,gesamt,05/06/2020,572,Bancos c/c,D,-2202200.00
Kreuzung,gesamt,21/08/2020,211,Construcciones,D,1127500.00
Kreuzung,gesamt,21/08/2020,472,H.P. IVA Soportado,D,236775.00
Kreuzung,gesamt,21/08/2020,572,Bancos c/c,D,-1364275.00
Kreuzung,gesamt,10/01/2020,213,Maquinaria,D,891211.00
Kreuzung,gesamt,10/01/2020,472,H.P. IVA Soportado,D,187154.31
Kreuzung,gesamt,10/01/2020,572,Bancos c/c,D,-1078365.31
Kreuzung,gesamt,27/02/2020,213,Maquinaria,D,225789.00
Kreuzung,gesamt,27/02/2020,472,H.P. IVA Soportado,D,47415.69
Kreuzung,gesamt,27/02/2020,572,Bancos c/c,D,-273204.69
Kreuzung,gesamt,18/11/2020,216,Mobiliario,D,21220.00
Kreuzung,gesamt,18/11/2020,472,H.P. IVA Soportado,D,4456.20
Kreuzung,gesamt,18/11/2020,572,Bancos c/c,D,-25676.20
Kreuzung,gesamt,12/09/2020,216,Mobiliario,D,48780.00
Kreuzung,gesamt,12/09/2020,472,H.P. IVA Soportado,D,10243.80
Kreuzung,gesamt,12/09/2020,570,Caja €,D,-59023.80
Kreuzung,gesamt,01/03/2020,218,Elementos de transporte,D,190000.00
Kreuzung,gesamt,01/03/2020,472,H.P. IVA Soportado,D,39900.00
Kreuzung,gesamt,01/03/2020,572,Bancos c/c,D,-229900.00
Kreuzung,gesamt,17/06/2020,250,Inversiones financieras l/p instrum. Patr.,D,152000.00
Kreuzung,gesamt,17/06/2020,570,Caja €,D,-152000.00
Kreuzung,gesamt,19/01/2020,430,Clientes,D,44765.16
Kreuzung,gesamt,19/01/2020,700,Ventas de mercaderías,H,36996.00
Kreuzung,gesamt,19/01/2020,477,H.P. IVA Repercutido,H,7769.16
Kreuzung,gesamt,20/06/2020,430,Clientes,D,73670.85
Kreuzung,gesamt,20/06/2020,700,Ventas de mercaderías,H,60885.00
Kreuzung,gesamt,20/06/2020,477,H.P. IVA Repercutido,H,12785.85
Kreuzung,gesamt,01/09/2020,430,Clientes,D,90310.77
Kreuzung,gesamt,01/09/2020,700,Ventas de mercaderías,H,74637.00
Kreuzung,gesamt,01/09/2020,477,H.P. IVA Repercutido,H,15673.77
Kreuzung,gesamt,11/10/2020,430,Clientes,D,97870.85
Kreuzung,gesamt,11/10/2020,700,Ventas de mercaderías,H,80885.00
Kreuzung,gesamt,11/10/2020,477,H.P. IVA Repercutido,H,16985.85
